class,n,gold_q_step0,median_gold_q_step0,gold_margin_step0,norm_entropy_step0,gold_q_step100,median_gold_q_step100,gold_margin_step100,norm_entropy_step100,gold_q_step200,median_gold_q_step200,gold_margin_step200,norm_entropy_step200,gold_q_step300,median_gold_q_step300,gold_margin_step300,norm_entropy_step300,gold_q_step400,median_gold_q_step400,gold_margin_step400,norm_entropy_step400,gold_q_step500,median_gold_q_step500,gold_margin_step500,norm_entropy_step500,gold_q_step600,median_gold_q_step600,gold_margin_step600,norm_entropy_step600
stable_correct,135,0.8303216435021351,0.8770657375089623,3.485387044041245,0.20251252206977507,0.8694092779287551,0.9830826280623324,4.556790971755982,0.1282964825647499,0.8674302679806072,0.9796545766792032,4.707627576368826,0.12209428056568512,0.9000997254347339,0.9867665029245599,5.273813333776262,0.10631583279209267,0.9161079096369319,0.9924202370848063,5.689545606683802,0.09851966220800025,0.917005192200458,0.9890061516836893,5.610901483341499,0.09578866757848298,0.9280351721053153,0.9924063402969971,5.833627487995006,0.09000780578833957
stable_wrong,32,0.1737445821252053,0.11386276710198234,-1.8368471041321754,0.3894892649494215,0.16233790673348225,0.07215858152650374,-2.9375873394310474,0.3089385975350516,0.22503165991146212,0.08079797125928903,-2.5598021633923054,0.2957300890805198,0.1698956988694108,0.025984660009145885,-3.615625500679016,0.2498045193471332,0.10666590879482535,0.01766537229110338,-4.2708833906799555,0.2183802030518076,0.10272148561632137,0.012096011311021074,-4.225067131221294,0.24301505407335694,0.07889211617997216,0.023978148981867044,-4.267485370859504,0.23496576952733353
wrong_to_correct,20,0.3174833018919119,0.3451933963162763,-0.6773266345262527,0.4330166197331436,0.4288345724659367,0.39744353927335785,-0.33710857927799226,0.31477830297987874,0.49529599594730406,0.4772553778591906,0.020226851105690002,0.26796957968701884,0.5966927728179905,0.6550384369244555,0.8176892638206482,0.266988236965107,0.6091093818625145,0.7065136766492179,0.6495256572961807,0.24752476030708054,0.6776480520230587,0.8176623312107785,1.3277853548526763,0.23935096600942543,0.7876033717481159,0.8462309877723082,1.9180845677852632,0.22827488515100613
correct_to_wrong,13,0.563634661753343,0.5085161520998768,0.6043603603656476,0.42895675115144516,0.4117412755880824,0.40623224400662666,-0.30375946026581985,0.3482196670242793,0.5768238851712536,0.730191006283527,0.655208523456867,0.3181935721481741,0.3672483576643439,0.4299930596535252,-0.997161539701315,0.3223620360424829,0.32738963155329104,0.22268032122530554,-1.4493509714420025,0.3022297901090195,0.4012120542040235,0.42883310883910014,-0.9546145705076364,0.2956482695768447,0.22803217759327957,0.2128229496769721,-2.2149578562149634,0.3062660527768401
