id,partition,m_correct_16,mean_abs_delta,max_abs_delta,l1_diff,l2_diff,cosine,k16_positive_total_weight,k8_positive_total_weight,k16_negative_total_weight,k8_negative_total_weight,k16_nonzero,k8_nonzero,newly_nonzero_wrong,newly_nonzero_correct
kk_grpo_v1_train_000129,rand16,14,0.021703494729079675,0.08681397891631848,0.3472559156652748,0.131250399163762,0.9999999999999998,5.1219758220062985,4.948347864173661,5.1219758220062985,4.948347864173662,16,16,0,0
kk_grpo_v1_train_000129,rand17,14,0.3658554158575928,0.9411526608088725,5.853686653721485,1.739017371523375,0.9258200997725513,5.1219758220062985,3.239670500388554,5.1219758220062985,3.2396705003885535,16,8,0,8
kk_grpo_v1_train_000129,rand18,14,0.021703494729079675,0.08681397891631848,0.3472559156652748,0.131250399163762,0.9999999999999998,5.1219758220062985,4.948347864173661,5.1219758220062985,4.948347864173662,16,16,0,0
kk_grpo_v1_train_000129,rand19,14,0.021703494729079675,0.08681397891631848,0.3472559156652748,0.131250399163762,0.9999999999999998,5.1219758220062985,4.948347864173661,5.1219758220062985,4.948347864173662,16,16,0,0
kk_grpo_v1_train_000149,first8_last8,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand00,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand01,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand02,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand03,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand04,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand05,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand06,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand07,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand08,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand09,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand10,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand11,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand12,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand13,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand14,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand15,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand16,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand17,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand18,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000149,rand19,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,first8_last8,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand00,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand01,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand02,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand03,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand04,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand05,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand06,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand07,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand08,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand09,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand10,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand11,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand12,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand13,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand14,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand15,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand16,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand17,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand18,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
kk_grpo_v1_train_000158,rand19,16,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0
